Antibody_Name,Format_Folder,Source_File,Sequence_Length_Total_AA,pI,MW,Polar_Pct,GRAVY_Score,Avg_KD_Hydrophobicity,Max_KD_Hydrophobicity,AA_A_Pct,AA_C_Pct,AA_D_Pct,AA_E_Pct,AA_F_Pct,AA_G_Pct,AA_H_Pct,AA_I_Pct,AA_K_Pct,AA_L_Pct,AA_M_Pct,AA_N_Pct,AA_P_Pct,AA_Q_Pct,AA_R_Pct,AA_S_Pct,AA_T_Pct,AA_V_Pct,AA_W_Pct,AA_Y_Pct
sibeprenlimab,Whole_mAb,sibeprenlimab.py,462,9.045,51118.760,0.554,-0.342,-0.339,1.678,779.221,173.160,346.320,432.900,389.610,865.801,129.870,432.900,432.900,562.771,173.160,173.160,346.320,649.351,562.771,1168.831,865.801,692.641,216.450,606.061
sigvotatug,Whole_mAb,sigvotatug.py,446,8.851,48783.925,0.565,-0.413,-0.411,1.311,627.803,179.372,403.587,358.744,269.058,986.547,0.000,403.587,582.960,672.646,89.686,403.587,403.587,627.803,358.744,1076.233,986.547,672.646,224.215,672.646
siltartoxatug,Whole_mAb,siltartoxatug.py,450,8.896,48662.041,0.556,-0.220,-0.221,1.533,577.778,177.778,311.111,311.111,266.667,888.889,44.444,533.333,488.889,800.000,44.444,133.333,488.889,711.111,311.111,1511.111,977.778,622.222,222.222,577.778
siltuximab,Whole_mAb,siltuximab.py,450,8.023,49290.714,0.547,-0.240,-0.237,1.933,666.667,177.778,266.667,488.889,311.111,977.778,0.000,355.556,400.000,755.556,311.111,133.333,400.000,400.000,400.000,1644.444,755.556,488.889,266.667,800.000
sintilimab,Whole_mAb,sintilimab.py,454,8.059,48405.587,0.529,-0.167,-0.165,1.900,837.004,176.211,352.423,352.423,396.476,969.163,88.106,440.529,440.529,572.687,176.211,44.053,396.476,748.899,308.370,1541.850,837.004,704.846,220.264,396.476
socazolimab,Whole_mAb,socazolimab.py,456,5.862,48315.051,0.548,-0.162,-0.164,1.711,745.614,175.439,307.018,394.737,219.298,1096.491,43.860,394.737,394.737,526.316,175.439,219.298,307.018,526.316,263.158,1622.807,833.333,877.193,175.439,701.754
solanezumab,Whole_mAb,solanezumab.py,448,8.757,48646.038,0.531,-0.211,-0.208,1.644,491.071,178.571,401.786,312.500,357.143,1026.786,89.286,312.500,357.143,848.214,133.929,312.500,446.429,580.357,491.071,1383.929,669.643,892.857,178.571,535.714
sonesitatug,Whole_mAb,sonesitatug.py,462,8.680,50681.815,0.571,-0.355,-0.356,1.678,476.190,173.160,303.030,303.030,259.740,865.801,0.000,476.190,476.190,779.221,43.290,519.481,476.190,649.351,259.740,1471.861,865.801,606.061,303.030,692.641
spesolimab,Whole_mAb,spesolimab.py,454,8.921,50235.707,0.555,-0.360,-0.358,1.822,572.687,176.211,264.317,440.529,396.476,837.004,176.211,308.370,396.476,616.740,176.211,264.317,528.634,528.634,484.581,1277.533,969.163,748.899,264.317,572.687
spevatamig,Whole_mAb,spevatamig.py,906,8.363,98911.511,0.550,-0.304,-0.303,1.689,573.951,176.600,353.201,419.426,353.201,993.377,110.375,353.201,485.651,816.777,132.450,264.901,397.351,573.951,353.201,1346.578,838.852,640.177,242.826,573.951
stapokibart,Whole_mAb,stapokibart.py,452,8.936,48924.081,0.549,-0.272,-0.270,1.133,707.965,176.991,353.982,309.735,353.982,1017.699,44.248,353.982,353.982,840.708,132.743,309.735,353.982,619.469,486.726,1327.434,929.204,575.221,176.991,575.221
sugemalimab,Whole_mAb,sugemalimab.py,458,6.156,48915.546,0.520,-0.304,-0.306,1.811,611.354,174.672,480.349,305.677,305.677,1266.376,87.336,262.009,305.677,655.022,87.336,349.345,524.017,480.349,436.681,1310.044,655.022,873.362,218.341,611.354
suptavumab,Whole_mAb,suptavumab.py,460,8.054,50361.844,0.526,-0.208,-0.206,1.467,739.130,173.913,391.304,391.304,347.826,1000.000,43.478,217.391,347.826,913.043,130.435,260.870,347.826,565.217,478.261,1173.913,782.609,782.609,260.870,652.174
sutacimig,Whole_mAb,sutacimig.py,910,9.067,98979.796,0.538,-0.260,-0.261,1.678,527.473,175.824,285.714,329.670,351.648,967.033,109.890,417.582,351.648,813.187,65.934,285.714,549.451,637.363,461.538,1384.615,835.165,703.297,219.780,527.473
sutimlimab,Whole_mAb,sutimlimab.py,454,9.034,49420.927,0.546,-0.231,-0.229,1.678,660.793,176.211,264.317,308.370,308.370,969.163,132.159,308.370,396.476,969.163,176.211,220.264,440.529,484.581,396.476,1497.797,881.057,484.581,220.264,704.846
suvemcitug,Whole_mAb,suvemcitug.py,468,6.654,50059.430,0.530,-0.224,-0.222,1.367,598.291,256.410,470.085,341.880,341.880,1068.376,0.000,341.880,427.350,726.496,213.675,470.085,427.350,427.350,384.615,1452.991,641.026,769.231,213.675,427.350
suvratoxumab,Whole_mAb,suvratoxumab.py,456,8.464,49584.629,0.553,-0.359,-0.357,1.211,657.895,175.439,482.456,307.018,307.018,1096.491,131.579,350.877,438.596,657.895,175.439,131.579,350.877,570.175,438.596,1359.649,877.193,614.035,263.158,614.035
tabalumab,Whole_mAb,tabalumab.py,460,8.873,50816.060,0.557,-0.341,-0.342,1.678,652.174,173.913,304.348,347.826,260.870,913.043,43.478,434.783,347.826,869.565,0.000,260.870,478.261,652.174,478.261,1347.826,826.087,521.739,304.348,782.609
tafasitamab,Whole_mAb,tafasitamab.py,466,7.085,51549.298,0.554,-0.322,-0.320,1.678,429.185,171.674,300.429,515.021,343.348,1030.043,85.837,386.266,429.185,858.369,257.511,343.348,429.185,472.103,386.266,1244.635,815.451,557.940,171.674,772.532
tafolecimab,Whole_mAb,tafolecimab.py,464,9.105,50097.395,0.530,-0.257,-0.258,1.678,689.655,172.414,215.517,387.931,301.724,948.276,0.000,431.034,344.828,818.966,0.000,301.724,603.448,560.345,474.138,1508.621,818.966,603.448,301.724,517.241
tagitanlimab,Whole_mAb,tagitanlimab.py,454,8.027,49690.934,0.573,-0.369,-0.370,1.678,440.529,176.211,352.423,440.529,264.317,792.952,44.053,528.634,528.634,748.899,44.053,396.476,528.634,616.740,308.370,1365.639,1013.216,660.793,264.317,484.581
tanezumab,Whole_mAb,tanezumab.py,456,8.439,50187.406,0.570,-0.328,-0.329,1.678,438.596,175.439,438.596,263.158,350.877,921.053,87.719,570.175,482.456,745.614,43.860,263.158,438.596,657.895,307.018,1359.649,1008.772,526.316,263.158,657.895
tarcocimab,Whole_mAb,tarcocimab.py,460,6.349,50925.938,0.557,-0.325,-0.323,1.722,565.217,173.913,434.783,304.348,434.783,956.522,130.435,304.348,391.304,695.652,86.957,217.391,434.783,608.696,304.348,1260.870,956.522,652.174,304.348,782.609
telikibart,Whole_mAb,telikibart.py,474,8.713,51529.407,0.519,-0.169,-0.167,1.467,464.135,168.776,421.941,337.553,421.941,1181.435,0.000,506.329,379.747,801.688,168.776,210.970,421.941,506.329,506.329,1392.405,632.911,675.105,168.776,632.911
teplizumab,Whole_mAb,teplizumab.py,450,9.090,50277.281,0.596,-0.564,-0.564,1.211,400.000,222.222,533.333,133.333,355.556,888.889,88.889,400.000,400.000,488.889,177.778,311.111,488.889,755.556,533.333,1333.333,933.333,577.778,266.667,711.111
teprotumumab,Whole_mAb,teprotumumab.py,452,9.276,49947.390,0.531,-0.333,-0.329,1.811,752.212,176.991,353.982,442.478,442.478,929.204,44.248,309.735,309.735,796.460,88.496,132.743,442.478,575.221,752.212,1371.681,663.717,619.469,309.735,486.726
tezepelumab,Whole_mAb,tezepelumab.py,460,6.590,50287.387,0.522,-0.368,-0.370,1.811,695.652,173.913,521.739,347.826,260.870,1043.478,217.391,260.870,304.348,608.696,173.913,391.304,434.783,565.217,521.739,1043.478,695.652,956.522,347.826,434.783
tifcemalimab,Whole_mAb,tifcemalimab.py,462,8.432,50617.974,0.554,-0.411,-0.409,1.644,606.061,173.160,562.771,303.030,303.030,952.381,129.870,259.740,562.771,822.511,86.580,216.450,476.190,649.351,389.610,1168.831,779.221,735.931,216.450,606.061
tildrakizumab,Whole_mAb,tildrakizumab.py,446,8.447,48744.163,0.538,-0.283,-0.281,1.133,717.489,179.372,358.744,403.587,403.587,1031.390,89.686,448.430,493.274,538.117,224.215,134.529,403.587,627.803,358.744,1121.076,986.547,627.803,224.215,627.803
tiragolumab,Whole_mAb,tiragolumab.py,478,6.673,52908.256,0.573,-0.386,-0.387,1.678,502.092,167.364,460.251,334.728,334.728,711.297,0.000,376.569,460.251,794.979,41.841,376.569,543.933,669.456,334.728,1380.753,920.502,669.456,292.887,627.615
tislelizumab,Whole_mAb,tislelizumab.py,450,7.112,49082.247,0.556,-0.256,-0.258,1.467,577.778,177.778,444.444,311.111,266.667,844.444,133.333,444.444,488.889,711.111,44.444,311.111,488.889,577.778,266.667,1288.889,888.889,844.444,222.222,666.667
tisotumab,Whole_mAb,tisotumab.py,450,8.461,48971.763,0.564,-0.375,-0.373,1.333,666.667,177.778,400.000,311.111,311.111,977.778,0.000,355.556,355.556,800.000,133.333,222.222,444.444,666.667,444.444,1600.000,755.556,444.444,222.222,711.111
tixagevimab,Whole_mAb,tixagevimab.py,464,8.812,50670.285,0.552,-0.287,-0.284,1.756,646.552,258.621,301.724,431.034,344.828,948.276,43.103,474.138,344.828,560.345,215.517,129.310,387.931,689.655,560.345,1465.517,818.966,646.552,258.621,474.138
tizetatug,Whole_mAb,tizetatug.py,456,8.657,49775.214,0.539,-0.220,-0.218,1.133,701.754,175.439,438.596,263.158,438.596,964.912,43.860,394.737,614.035,614.035,87.719,131.579,394.737,657.895,219.298,1271.930,877.193,745.614,263.158,701.754
tocilizumab,Whole_mAb,tocilizumab.py,452,9.221,49584.928,0.580,-0.325,-0.326,1.211,486.726,176.991,398.230,176.991,221.239,796.460,88.496,486.726,309.735,796.460,132.743,176.991,486.726,707.965,530.973,1548.673,1061.947,575.221,221.239,619.469
toripalimab,Whole_mAb,toripalimab.py,474,7.185,51927.598,0.553,-0.266,-0.263,1.433,506.329,168.776,337.553,506.329,337.553,970.464,168.776,421.941,506.329,590.717,126.582,168.776,379.747,590.717,337.553,1181.435,970.464,928.270,210.970,590.717
tosatoxumab,Whole_mAb,tosatoxumab.py,464,8.735,49942.815,0.543,-0.415,-0.417,1.611,646.552,172.414,387.931,301.724,301.724,1120.690,129.310,344.828,474.138,560.345,172.414,301.724,474.138,560.345,344.828,1551.724,732.759,603.448,344.828,474.138
tozorakimab,Whole_mAb,tozorakimab.py,464,8.479,49793.185,0.513,-0.256,-0.258,1.811,646.552,172.414,387.931,301.724,301.724,1293.103,0.000,344.828,344.828,689.655,258.621,258.621,431.034,646.552,431.034,1206.897,775.862,689.655,215.517,603.448
tralokinumab,Whole_mAb,tralokinumab.py,460,5.870,49704.613,0.526,-0.327,-0.329,1.811,652.174,173.913,565.217,304.348,260.870,1130.435,43.478,304.348,347.826,565.217,130.435,304.348,434.783,521.739,478.261,1130.435,913.043,913.043,347.826,478.261
trastuzumab,Whole_mAb,trastuzumab.py,454,8.713,49666.861,0.546,-0.334,-0.332,1.956,748.899,176.211,484.581,264.317,352.423,969.163,88.106,396.476,396.476,616.740,132.159,220.264,440.529,616.740,484.581,1145.374,925.110,660.793,220.264,660.793
tremelimumab,Whole_mAb,tremelimumab.py,464,8.851,51136.491,0.556,-0.336,-0.334,1.844,646.552,172.414,474.138,215.517,344.828,948.276,43.103,344.828,387.931,646.552,172.414,215.517,431.034,646.552,474.138,1336.207,775.862,689.655,215.517,818.966
tulisokibart,Whole_mAb,tulisokibart.py,444,8.483,48501.739,0.550,-0.428,-0.426,1.678,540.541,180.180,450.450,450.450,270.270,990.991,90.090,360.360,450.450,675.676,135.135,90.090,585.586,630.631,540.541,1216.216,900.901,720.721,225.225,495.495
tusamitamab,Whole_mAb,tusamitamab.py,454,7.170,49086.117,0.537,-0.218,-0.219,1.656,660.793,176.211,308.370,396.476,484.581,1013.216,132.159,308.370,352.423,748.899,132.159,220.264,484.581,484.581,352.423,1453.744,881.057,616.740,176.211,616.740
tuvonralimab,Whole_mAb,tuvonralimab.py,450,8.908,49392.814,0.520,-0.319,-0.316,1.678,666.667,177.778,400.000,400.000,400.000,1111.111,44.444,355.556,355.556,800.000,88.889,177.778,533.333,533.333,622.222,1155.556,666.667,622.222,222.222,666.667
ublituximab,Whole_mAb,ublituximab.py,448,9.116,48811.818,0.562,-0.417,-0.418,1.678,803.571,178.571,223.214,312.500,312.500,937.500,89.286,312.500,491.071,446.429,267.857,267.857,491.071,625.000,312.500,1517.857,848.214,535.714,267.857,758.929
umesolerbart,Whole_mAb,umesolerbart.py,452,8.088,49007.982,0.549,-0.253,-0.250,1.678,796.460,176.991,309.735,486.726,398.230,884.956,44.248,442.478,309.735,707.965,132.743,265.487,353.982,530.973,530.973,1592.920,752.212,575.221,221.239,486.726
upinitatug,Whole_mAb,upinitatug.py,452,8.851,49078.302,0.566,-0.301,-0.298,1.267,663.717,176.991,353.982,309.735,309.735,973.451,44.248,353.982,530.973,707.965,132.743,176.991,353.982,707.965,309.735,1327.434,1017.699,663.717,176.991,707.965
ustekinumab,Whole_mAb,ustekinumab.py,452,8.875,49867.504,0.549,-0.338,-0.336,1.333,530.973,176.991,442.478,265.487,353.982,929.204,0.000,530.973,530.973,619.469,221.239,88.496,486.726,796.460,353.982,1460.177,752.212,530.973,309.735,619.469
vamikibart,Whole_mAb,vamikibart.py,466,4.970,50846.239,0.536,-0.315,-0.313,1.467,686.695,171.674,386.266,557.940,214.592,944.206,0.000,386.266,386.266,686.695,171.674,257.511,515.021,686.695,386.266,1115.880,772.532,815.451,214.592,643.777
vecantoxatug,Whole_mAb,vecantoxatug.py,444,8.862,48661.958,0.572,-0.326,-0.323,1.311,675.676,180.180,360.360,360.360,360.360,765.766,45.045,495.495,585.586,585.586,135.135,180.180,450.450,630.631,315.315,1441.441,990.991,585.586,225.225,630.631
vedolizumab,Whole_mAb,vedolizumab.py,466,7.033,51200.526,0.554,-0.384,-0.382,1.644,472.103,171.674,429.185,429.185,257.511,1030.043,85.837,386.266,472.103,643.777,128.755,214.592,472.103,643.777,386.266,1287.554,729.614,815.451,257.511,686.695
veligrotug,Whole_mAb,veligrotug.py,472,9.090,52005.649,0.547,-0.367,-0.365,1.433,423.729,127.119,381.356,338.983,381.356,974.576,127.119,338.983,508.475,677.966,127.119,296.610,508.475,593.220,423.729,1355.932,720.339,847.458,254.237,593.220
velinotamig,Whole_mAb,velinotamig.py,906,9.386,100085.198,0.558,-0.383,-0.382,1.778,573.951,176.600,375.276,286.976,331.126,949.227,88.300,331.126,485.651,618.102,176.600,154.525,397.351,684.327,529.801,1346.578,838.852,750.552,286.976,618.102
vibostolimab,Whole_mAb,vibostolimab.py,452,8.433,49602.844,0.562,-0.366,-0.364,1.040,575.221,176.991,398.230,398.230,309.735,973.451,176.991,353.982,530.973,619.469,132.743,88.496,442.478,619.469,353.982,1327.434,840.708,752.212,221.239,707.965
vilamakitug,Whole_mAb,vilamakitug.py,462,5.189,50631.883,0.558,-0.317,-0.315,1.867,606.061,173.160,476.190,389.610,259.740,865.801,43.290,476.190,432.900,735.931,129.870,259.740,432.900,779.221,303.030,1255.411,822.511,692.641,216.450,649.351
vilobelimab,Whole_mAb,vilobelimab.py,460,5.214,50513.339,0.570,-0.524,-0.525,1.678,608.696,173.913,652.174,347.826,304.348,913.043,43.478,391.304,478.261,652.174,130.435,173.913,521.739,826.087,391.304,1304.348,695.652,565.217,217.391,608.696
visilizumab,Whole_mAb,visilizumab.py,452,8.962,49372.491,0.580,-0.440,-0.437,1.133,752.212,176.991,442.478,265.487,265.487,840.708,88.496,309.735,619.469,530.973,221.239,176.991,442.478,619.469,309.735,1504.425,840.708,619.469,221.239,752.212
vunakizumab,Whole_mAb,vunakizumab.py,458,5.740,50625.713,0.576,-0.430,-0.428,1.678,611.354,174.672,436.681,480.349,305.677,829.694,87.336,262.009,480.349,524.017,218.341,174.672,436.681,611.354,349.345,1266.376,1004.367,786.026,262.009,698.690
xeligekimab,Whole_mAb,xeligekimab.py,468,6.175,51969.399,0.556,-0.381,-0.379,1.300,512.821,170.940,555.556,341.880,256.410,982.906,85.470,384.615,384.615,769.231,213.675,384.615,341.880,598.291,470.085,1196.581,641.026,726.496,256.410,726.496
zamerovimab,Whole_mAb,zamerovimab.py,456,8.811,49897.168,0.566,-0.325,-0.322,1.200,701.754,175.439,438.596,263.158,350.877,921.053,0.000,350.877,570.175,614.035,131.579,175.439,394.737,701.754,307.018,1315.789,877.193,701.754,175.439,833.333
zanolimumab,Whole_mAb,zanolimumab.py,444,8.743,48387.529,0.541,-0.240,-0.241,1.844,630.631,180.180,360.360,225.225,360.360,855.856,90.090,495.495,450.450,765.766,45.045,270.270,495.495,720.721,270.270,1531.532,810.811,585.586,360.360,495.495
zigakibart,Whole_mAb,zigakibart.py,456,8.831,49661.046,0.557,-0.360,-0.358,1.467,789.474,175.439,438.596,263.158,350.877,877.193,43.860,307.018,614.035,526.316,263.158,350.877,438.596,614.035,263.158,1228.070,877.193,701.754,175.439,701.754
ziltivekimab,Whole_mAb,ziltivekimab.py,452,6.956,49450.871,0.527,-0.247,-0.245,1.267,663.717,176.991,530.973,309.735,265.487,1017.699,44.248,442.478,398.230,796.460,176.991,132.743,398.230,575.221,442.478,1327.434,752.212,619.469,353.982,575.221
zimberelimab,Whole_mAb,zimberelimab.py,466,6.129,50289.049,0.571,-0.254,-0.259,1.467,472.103,171.674,386.266,257.511,214.592,944.206,85.837,386.266,343.348,815.451,42.918,300.429,472.103,515.021,257.511,1673.820,987.124,686.695,257.511,729.614
zolbetuximab,Whole_mAb,zolbetuximab.py,462,8.653,51294.361,0.602,-0.547,-0.548,1.422,432.900,173.160,432.900,303.030,303.030,779.221,0.000,303.030,606.061,692.641,129.870,389.610,476.190,735.931,259.740,1428.571,995.671,562.771,303.030,692.641
